fixture_id,team,formation,coach,players,isHome,rating,opponent,opponent_formation,opponent_coach,opponent_players,opponent_rating,season,date,venue,status,round,goals,pts,opponent_pts,result,last_performance,opponent_last_performance,last_against_performance,opponent_last_against_performance,pts_difference,pts_after,opponent_pts_after,pts_diff_closest,opponent_pts_diff_closest
151700,Al Shabab,4-4-2,M. Şumudică,"[('F. Ben Mustapha', 'G'), ('D. Benlamri', 'D'), ('V. Găman', 'D'), ('Saleh Al Qumayzi', 'D'), ('Euller', 'D'), ('Hattan Babhir', 'M'), ('Luiz Antônio', 'M'), ('Abdullah Alkhaibari', 'M'), ('C. Budescu', 'F'), ('Nasser Al Shamrani', 'F'), ('Arthur Caike', 'M')]",1,7.0,Al-Ittihad FC,4-3-3,R. Díaz,"[('Assaf Al Qarni', 'G'), ('M. Jurman', 'D'), ('Thiago Carleto', 'M'), ('Ahmad Asiri', 'D'), ('K. El Ahmadi', 'M'), ('C. Villanueva', 'M'), ('Romarinho', 'F'), ('Jonas', 'M'), ('Omar Al-Mazial', None), ('A. Pešić', 'F'), ('Fahad Al Muwallad', 'F')]",6.84,2018/2019,2018-08-31 18:55:00,Prince Faisal bin Fahd Stadium,Match Finished,1,1.0,0,0,Win,6.92,6.9,6.87,6.89,0,3,0,1,1
151700,Al-Ittihad FC,4-3-3,R. Díaz,"[('Assaf Al Qarni', 'G'), ('M. Jurman', 'D'), ('Thiago Carleto', 'M'), ('Ahmad Asiri', 'D'), ('K. El Ahmadi', 'M'), ('C. Villanueva', 'M'), ('Romarinho', 'F'), ('Jonas', 'M'), ('Omar Al-Mazial', None), ('A. Pešić', 'F'), ('Fahad Al Muwallad', 'F')]",0,6.84,Al Shabab,4-4-2,M. Şumudică,"[('F. Ben Mustapha', 'G'), ('D. Benlamri', 'D'), ('V. Găman', 'D'), ('Saleh Al Qumayzi', 'D'), ('Euller', 'D'), ('Hattan Babhir', 'M'), ('Luiz Antônio', 'M'), ('Abdullah Alkhaibari', 'M'), ('C. Budescu', 'F'), ('Nasser Al Shamrani', 'F'), ('Arthur Caike', 'M')]",7.0,2018/2019,2018-08-31 18:55:00,Prince Faisal bin Fahd Stadium,Match Finished,1,0.0,0,0,Defeat,6.9,6.92,6.89,6.87,0,0,3,1,1
151701,Al-Faisaly FC,4-4-2,M. Rednic,"[('Mustafa Malayekah', 'G'), ('A. Puljić', 'D'), ('Igor Rossi', 'D'), ('Aqeel Al Sahbi', 'D'), ('K. Hyland', 'M'), ('Omar Abdulaziz', 'M'), ('Abdulaziz Al Bishi', None), ('Hamdan Al Shamrani', 'D'), ('Rogerinho', 'M'), ('Mohammed Majrashi', 'F'), ('D. Calderón', 'F')]",1,6.99,Al Baten,5-4-1,F. Vercauteren,"[('Adriano Facchini', 'G'), ('Lucas', 'D'), ('Sultan Msarhi', None), ('João Gabriel', 'D'), ('Bandar Al Mutairi', 'D'), ('J. Arango', 'M'), ('Baraka', 'M'), ('Majed Kanabah', 'M'), ('Mhana Al Enazi', 'D'), ('A. Bouhaddouz', 'F'), ('Fahad Al Johani', 'M')]",6.51,2018/2019,2018-08-31 19:00:00,Prince Salman Bin Abdulaziz Sport City Stadium,Match Finished,1,2.0,0,0,Draw,6.85,6.71,6.96,6.69,0,1,1,1,1
151701,Al Baten,5-4-1,F. Vercauteren,"[('Adriano Facchini', 'G'), ('Lucas', 'D'), ('Sultan Msarhi', None), ('João Gabriel', 'D'), ('Bandar Al Mutairi', 'D'), ('J. Arango', 'M'), ('Baraka', 'M'), ('Majed Kanabah', 'M'), ('Mhana Al Enazi', 'D'), ('A. Bouhaddouz', 'F'), ('Fahad Al Johani', 'M')]",0,6.51,Al-Faisaly FC,4-4-2,M. Rednic,"[('Mustafa Malayekah', 'G'), ('A. Puljić', 'D'), ('Igor Rossi', 'D'), ('Aqeel Al Sahbi', 'D'), ('K. Hyland', 'M'), ('Omar Abdulaziz', 'M'), ('Abdulaziz Al Bishi', None), ('Hamdan Al Shamrani', 'D'), ('Rogerinho', 'M'), ('Mohammed Majrashi', 'F'), ('D. Calderón', 'F')]",6.99,2018/2019,2018-08-31 19:00:00,Prince Salman Bin Abdulaziz Sport City Stadium,Match Finished,1,2.0,0,0,Draw,6.71,6.85,6.69,6.96,0,1,1,1,1
151702,Al-Ahli Jeddah,4-3-1-2,P. Guede,"[('Mohammed Al Owais', 'G'), ('Alexis', 'D'), ('Mohamed Abdul Shafy', 'D'), ('Motaz Hawsawi', 'D'), ('Saeed Al Mowalad', 'D'), ('P. Díaz', 'D'), ('José Jurado', 'M'), ('Souza', 'M'), ('Hussain Al Mogahwi', 'M'), ('Djaniny', 'F'), ('Omar Al Somah', 'F')]",1,7.01,Al Taawon,5-3-2,Pedro Emanuel,"[('Cássio', None), ('Jufain Al Bishi', 'D'), ('Ricardo Machado', 'D'), ('Ibrahim Al Zubaidi', 'D'), ('Talal Alabsi', 'D'), ('Saeed Al Dosari', 'M'), ('Madallah Alolayan', 'D'), ('Ryan Al Mousa', 'M'), ('Héldon', 'M'), ('Jhonnattann', 'M'), ('L. Tawamba Kana', 'F')]",6.97,2018/2019,2018-09-01 19:20:00,King Abdullah Sports City,Match Finished,1,1.0,0,0,Draw,7.0,6.96,6.78,6.9,0,1,1,1,1
151702,Al Taawon,5-3-2,Pedro Emanuel,"[('Cássio', None), ('Jufain Al Bishi', 'D'), ('Ricardo Machado', 'D'), ('Ibrahim Al Zubaidi', 'D'), ('Talal Alabsi', 'D'), ('Saeed Al Dosari', 'M'), ('Madallah Alolayan', 'D'), ('Ryan Al Mousa', 'M'), ('Héldon', 'M'), ('Jhonnattann', 'M'), ('L. Tawamba Kana', 'F')]",0,6.97,Al-Ahli Jeddah,4-3-1-2,P. Guede,"[('Mohammed Al Owais', 'G'), ('Alexis', 'D'), ('Mohamed Abdul Shafy', 'D'), ('Motaz Hawsawi', 'D'), ('Saeed Al Mowalad', 'D'), ('P. Díaz', 'D'), ('José Jurado', 'M'), ('Souza', 'M'), ('Hussain Al Mogahwi', 'M'), ('Djaniny', 'F'), ('Omar Al Somah', 'F')]",7.01,2018/2019,2018-09-01 19:20:00,King Abdullah Sports City,Match Finished,1,1.0,0,0,Draw,6.96,7.0,6.9,6.78,0,1,1,1,1
151703,Al-Ettifaq,4-4-2,L. Ramos,"[(""R. M'Bolhi"", None), ('R. Arias', None), ('Hussein Al Sayed', None), ('Ahmad Al Hbeab', None), ('Ali Abdullah Hazzazi', None), ('F. Kiss', None), ('B. Alemán', None), ('Omar Al Senien', None), ('C. Guanca', None), ('F. Ben Youssef', None), ('Abdulrahman Al Obod', None)]",1,6.71,Al Baten,4-2-3-1,F. Vercauteren,"[('Adriano Facchini', None), ('Lucas', None), ('Sultan Msarhi', None), ('Bandar Al Mutairi', None), ('J. Arango', None), ('Baraka', None), ('Majed Kanabah', None), ('Mhana Al Enazi', None), ('Abdulrahman Al Dhifeeri', None), ('A. Bouhaddouz', None), ('Crysan', None)]",6.87,2018/2019,2018-09-13 18:25:00,Prince Mohamed Bin Fahd Stadium,Match Finished,2,3.0,1,1,Win,7.0,6.51,6.84,6.86,0,4,1,2,0
151703,Al Baten,4-2-3-1,F. Vercauteren,"[('Adriano Facchini', None), ('Lucas', None), ('Sultan Msarhi', None), ('Bandar Al Mutairi', None), ('J. Arango', None), ('Baraka', None), ('Majed Kanabah', None), ('Mhana Al Enazi', None), ('Abdulrahman Al Dhifeeri', None), ('A. Bouhaddouz', None), ('Crysan', None)]",0,6.87,Al-Ettifaq,4-4-2,L. Ramos,"[(""R. M'Bolhi"", None), ('R. Arias', None), ('Hussein Al Sayed', None), ('Ahmad Al Hbeab', None), ('Ali Abdullah Hazzazi', None), ('F. Kiss', None), ('B. Alemán', None), ('Omar Al Senien', None), ('C. Guanca', None), ('F. Ben Youssef', None), ('Abdulrahman Al Obod', None)]",6.71,2018/2019,2018-09-13 18:25:00,Prince Mohamed Bin Fahd Stadium,Match Finished,2,2.0,1,1,Defeat,6.51,7.0,6.86,6.84,0,1,4,0,2
151704,Al-Fateh,4-2-3-1,F. Al Jabal,"[('M. Koval', 'G'), ('M. Aguirregaray', 'D'), ('Majed Hazazi', 'D'), ('M. Naamani', 'D'), ('Ali Alawjami', None), ('Mohammed Alfehaid', 'M'), ('A. Oueslati', 'M'), ('I. Chenihi', 'M'), ('Mohammed Al Majhad', 'M'), ('Ali Al Hassan', 'M'), ('Mansour Hamzi', 'M')]",1,7.01,Al Wehda Club,4-3-3,Fábio Carille,"[('Mohamed Awad', 'G'), ('Osama Hawsawi', 'D'), ('Renato Chaves', 'D'), ('Abdullah Al Zoari', 'D'), ('Waleed Bakshween', 'M'), ('Anselmo', 'M'), ('E. Çolak', 'M'), ('Faisal Darwish', 'D'), ('Marcos Guilherme', 'M'), ('Fernandão', 'F'), ('Saleh Al Jamaan', 'F')]",7.16,2018/2019,2018-09-13 18:30:00,Prince Abdullah bin Jalawi Stadium,Match Finished,2,0.0,1,1,Draw,7.01,6.77,6.83,7.0,0,2,2,2,2
151704,Al Wehda Club,4-3-3,Fábio Carille,"[('Mohamed Awad', 'G'), ('Osama Hawsawi', 'D'), ('Renato Chaves', 'D'), ('Abdullah Al Zoari', 'D'), ('Waleed Bakshween', 'M'), ('Anselmo', 'M'), ('E. Çolak', 'M'), ('Faisal Darwish', 'D'), ('Marcos Guilherme', 'M'), ('Fernandão', 'F'), ('Saleh Al Jamaan', 'F')]",0,7.16,Al-Fateh,4-2-3-1,F. Al Jabal,"[('M. Koval', 'G'), ('M. Aguirregaray', 'D'), ('Majed Hazazi', 'D'), ('M. Naamani', 'D'), ('Ali Alawjami', None), ('Mohammed Alfehaid', 'M'), ('A. Oueslati', 'M'), ('I. Chenihi', 'M'), ('Mohammed Al Majhad', 'M'), ('Ali Al Hassan', 'M'), ('Mansour Hamzi', 'M')]",7.01,2018/2019,2018-09-13 18:30:00,Prince Abdullah bin Jalawi Stadium,Match Finished,2,0.0,1,1,Draw,6.77,7.01,7.0,6.83,0,2,2,2,2
151705,Al-Hazm,4-3-3,D. Isăilă,"[('M. Asselah', 'G'), ('Alemão', 'D'), ('Khaled Al Barakah', 'D'), ('Saif Hussain', 'D'), ('Muralha', 'M'), ('Rodolfo', 'M'), ('Yousef Qalfa', 'M'), ('Masood Bekheet', 'D'), ('Ismael Musallami', 'M'), ('J. Pajoy', 'F'), ('G. Álvarez', 'F')]",1,6.9,Al Taawon,4-3-3,Pedro Emanuel,"[('Cássio', None), ('Ricardo Machado', 'D'), ('Ibrahim Al Zubaidi', 'D'), ('Talal Alabsi', 'D'), ('Saeed Al Dosari', 'M'), ('Madallah Alolayan', 'D'), ('Ryan Al Mousa', 'M'), ('C. Amissi', 'M'), ('Jhonnattann', 'M'), ('L. Tawamba Kana', 'F'), ('Abdulfattah Mohamed Adam', None)]",6.92,2018/2019,2018-09-13 18:50:00,King Abdullah Sport City Stadium,Match Finished,2,1.0,1,1,Draw,6.97,6.97,6.89,6.85,0,2,2,1,1
151705,Al Taawon,4-3-3,Pedro Emanuel,"[('Cássio', None), ('Ricardo Machado', 'D'), ('Ibrahim Al Zubaidi', 'D'), ('Talal Alabsi', 'D'), ('Saeed Al Dosari', 'M'), ('Madallah Alolayan', 'D'), ('Ryan Al Mousa', 'M'), ('C. Amissi', 'M'), ('Jhonnattann', 'M'), ('L. Tawamba Kana', 'F'), ('Abdulfattah Mohamed Adam', None)]",0,6.92,Al-Hazm,4-3-3,D. Isăilă,"[('M. Asselah', 'G'), ('Alemão', 'D'), ('Khaled Al Barakah', 'D'), ('Saif Hussain', 'D'), ('Muralha', 'M'), ('Rodolfo', 'M'), ('Yousef Qalfa', 'M'), ('Masood Bekheet', 'D'), ('Ismael Musallami', 'M'), ('J. Pajoy', 'F'), ('G. Álvarez', 'F')]",6.9,2018/2019,2018-09-13 18:50:00,King Abdullah Sport City Stadium,Match Finished,2,1.0,1,1,Draw,6.97,6.97,6.85,6.89,0,2,2,1,1
151706,Al-Nassr,4-2-3-1,D. Carreño,"[('B. Jones', 'G'), ('Bruno Uvini', 'D'), ('Omar Hawsawi', 'D'), ('Giuliano', 'M'), ('Yehya Al Shehri', 'M'), ('Petros', 'M'), ('Ibrahim Ghaleb', 'M'), ('Hamed Al Mansour', 'D'), ('Sultan Al Ghanam', 'D'), ('Mohammad Al Sahlawi', 'F'), ('A. Musa', 'F')]",1,6.9,Al-Faisaly FC,4-4-2,M. Rednic,"[('Mustafa Malayekah', 'G'), ('A. Puljić', 'D'), ('Igor Rossi', 'D'), ('Aqeel Al Sahbi', 'D'), ('K. Hyland', 'M'), ('Mohammed Abusabaan', 'M'), ('Luisinho', 'M'), ('Abdulaziz Al Bishi', None), ('Hamdan Al Shamrani', 'D'), ('Rogerinho', 'M'), ('D. Calderón', 'F')]",6.69,2018/2019,2018-09-14 18:40:00,Prince Faisal bin Fahd Stadium,Match Finished,2,2.0,3,1,Win,6.83,6.99,6.83,6.72,2,6,1,1,1
151706,Al-Faisaly FC,4-4-2,M. Rednic,"[('Mustafa Malayekah', 'G'), ('A. Puljić', 'D'), ('Igor Rossi', 'D'), ('Aqeel Al Sahbi', 'D'), ('K. Hyland', 'M'), ('Mohammed Abusabaan', 'M'), ('Luisinho', 'M'), ('Abdulaziz Al Bishi', None), ('Hamdan Al Shamrani', 'D'), ('Rogerinho', 'M'), ('D. Calderón', 'F')]",0,6.69,Al-Nassr,4-2-3-1,D. Carreño,"[('B. Jones', 'G'), ('Bruno Uvini', 'D'), ('Omar Hawsawi', 'D'), ('Giuliano', 'M'), ('Yehya Al Shehri', 'M'), ('Petros', 'M'), ('Ibrahim Ghaleb', 'M'), ('Hamed Al Mansour', 'D'), ('Sultan Al Ghanam', 'D'), ('Mohammad Al Sahlawi', 'F'), ('A. Musa', 'F')]",6.9,2018/2019,2018-09-14 18:40:00,Prince Faisal bin Fahd Stadium,Match Finished,2,1.0,1,3,Defeat,6.99,6.83,6.72,6.83,-2,1,6,1,1
151707,Al-Fayha,4-1-4-1,G. Costas,"[('C. Bonilla', 'G'), ('Naldo', 'M'), ('Nawaf Al Sabhi', None), ('Ahmed Bamsaud', None), ('Sami Al Khaibari', None), ('Tawfiq Buhumaid', 'D'), ('D. Moreno', 'M'), ('Abdulrahman Al Barakah', 'M'), ('Abdullah Al Salem', None), ('Daifallah Al Qarni', None), ('R. Fernández', 'F')]",1,6.49,Al Shabab,4-4-2,M. Şumudică,"[('F. Ben Mustapha', 'G'), ('D. Benlamri', 'D'), ('V. Găman', 'D'), ('Saleh Al Qumayzi', 'D'), ('Euller', 'D'), ('Hattan Babhir', 'M'), ('Luiz Antônio', 'M'), ('Abdullah Alkhaibari', 'M'), ('C. Budescu', 'F'), ('Nasser Al Shamrani', 'F'), ('Arthur Caike', 'M')]",6.89,2018/2019,2018-09-14 18:45:00,Prince Salman Bin Abdulaziz Sport City Stadium,Match Finished,2,1.0,0,3,Defeat,6.55,7.0,6.73,6.95,-3,0,6,1,1
151707,Al Shabab,4-4-2,M. Şumudică,"[('F. Ben Mustapha', 'G'), ('D. Benlamri', 'D'), ('V. Găman', 'D'), ('Saleh Al Qumayzi', 'D'), ('Euller', 'D'), ('Hattan Babhir', 'M'), ('Luiz Antônio', 'M'), ('Abdullah Alkhaibari', 'M'), ('C. Budescu', 'F'), ('Nasser Al Shamrani', 'F'), ('Arthur Caike', 'M')]",0,6.89,Al-Fayha,4-1-4-1,G. Costas,"[('C. Bonilla', 'G'), ('Naldo', 'M'), ('Nawaf Al Sabhi', None), ('Ahmed Bamsaud', None), ('Sami Al Khaibari', None), ('Tawfiq Buhumaid', 'D'), ('D. Moreno', 'M'), ('Abdulrahman Al Barakah', 'M'), ('Abdullah Al Salem', None), ('Daifallah Al Qarni', None), ('R. Fernández', 'F')]",6.49,2018/2019,2018-09-14 18:45:00,Prince Salman Bin Abdulaziz Sport City Stadium,Match Finished,2,3.0,3,0,Win,7.0,6.55,6.95,6.73,3,6,0,1,1
151708,Ohod,4-1-4-1,F. Arce,"[('Z. Laaroubi', 'G'), ('Apodi', 'D'), ('A. Teikeu', 'D'), ('E. Sipović', 'D'), ('Sami Kassar', 'D'), ('Tamer Haj Mohamad', 'M'), ('C. Ohene', 'M'), ('Rayed Al Ghamdi', 'F'), ('Mohmad Atiah', 'M'), ('Ribamar', 'F'), ('Mohameed Eldaw', 'M')]",1,6.67,Al-Ahli Jeddah,4-3-1-2,P. Guede,"[('Mohammed Al Owais', 'G'), ('Alexis', 'D'), ('Mohamed Abdul Shafy', 'D'), ('Mohammed Al Fatil', 'D'), ('Saeed Al Mowalad', 'D'), ('José Jurado', 'M'), ('Souza', 'M'), ('Abdalla El Said', 'M'), ('Hussain Al Mogahwi', 'M'), ('Djaniny', 'F'), ('Omar Al Somah', 'F')]",7.05,2018/2019,2018-09-14 20:30:00,Prince Mohammed bin Abdul Aziz Stadium,Match Finished,2,0.0,0,1,Defeat,6.64,7.01,6.5,7.17,-1,0,4,1,1
